status_id,code,text,is_quote,is_retweet,quoted_text,retweet_text
ID_1236751748603183106,NA,"A little birdie told me Chase Young was at the #Terps game today, first title of many he’s gonna see in DC??? #Redskins",FALSE,TRUE,NA,"A little birdie told me Chase Young was at the #Terps game today, first title of many he’s gonna see in DC??? #Redskins"
ID_1238296041780322305,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1233953162010251266,NA,@DaceyTed @benjholler @TerrapinHoops I’d think that if we were 29-0 you’d still not be satisfied.,FALSE,FALSE,NA,NA
ID_1236796642562437126,NA,@CoachTurgeon @TerrapinHoops Great win. Keeps those kids hungry and focused. We have a real shot at making a run in the tourney,FALSE,FALSE,NA,NA
ID_1237368548185509889,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS",FALSE,TRUE,NA,"My breakdown of @TerpsFootball running back (my rb5) Anthony McFarland on the @GoingFor_2 War Room

#NFLDraft #NFL
#NFLCombine #NFLTwitter
#draftpack #NFLDraftNews #Terps
#maryland

https://t.co/EnIrffxzMS"
ID_1236883885264437250,NA,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”,FALSE,TRUE,NA,Mark Turgeon: “Anthony came back to hang a banner. He gets to hang a banner.”
ID_1236835169610403840,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1236724682717626373,NA,@BetsJonny @FousekMichael @marchmadness @umterps @TerrapinHoops Talk to us when you’ve won a post WWII national championship you cheese eating clowns. Maryland is the last big ten team to win the tournament. You should be honored we graced this league with our presence.,FALSE,FALSE,NA,NA
ID_1233889783501508608,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj",FALSE,TRUE,NA,"#Illini commit Adam Miller &amp; Morgan Park teammate Brandon Weston will be in Champaign tomorrow for Illinois-Indiana.

Miller is trying to get the top-75 forward to follow the path to Illinois. Big visit for Underwood &amp; Co.  

https://t.co/L6RXkQobfj"
ID_1233898642106388480,NA,Randy!!!!,TRUE,FALSE,"Maryland gets two runs back on a Randy Bednar double and a Tavan Shahidi RBI groundout

M8 | #Terps 3, Chants 6

#DirtyTerps https://t.co/vJ4Tqu0MHq",NA
ID_1233926152483463168,NA,Terps by a million. Let’s go.,FALSE,TRUE,NA,Terps by a million. Let’s go.
ID_1233942711780069376,NA,Maryland basketball 🏀. #Shame,FALSE,FALSE,NA,NA
ID_1236853452384460800,NA,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q",FALSE,TRUE,NA,"DeJulius shows progress in performance at Maryland

@abbyhsnyder's story from today in College Park: https://t.co/LvFot88b5q"
ID_1236748508088107009,NA,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb",FALSE,TRUE,NA,"It took three games, but No. 9 Maryland men’s basketball has finally done it.

With a 83-70 win over No. 25 Michigan, the Terps have claimed a share of the Big Ten championship and finish the regular season with a 24-7 overall record. https://t.co/FuK7NYCoRb"
ID_1236676150753181699,NA,"Seriously, what a huge heart! Thank you, Cowan! They have been so excited for this opportunity! It was so kind of you to share YOUR #SeniorDay with him. We are proud of you! Go, #Terps! #DreamComeTrue #AmazingAnthony 🏀 #ballislife but #KindnessCOWANts ❤️",TRUE,FALSE,When the nicest dude @AnthonyCowan on the planet let’s your son warm up on #SeniorDay for his 13th b’day. @TerrapinHoops @umterps @abgerman https://t.co/DZudcDGhZM,NA
ID_1236751866165370880,NA,"Watch Anthony Cowan, Eric Ayala and Aaron Wiggins react following the #Terps' win over Michigan to claim a share of B1G title: https://t.co/5blYSpKu3H",FALSE,FALSE,NA,NA
ID_1236678848827117569,NA,@TerrapinHoops @AnthonyCowanJr 🔥🔥🔥,FALSE,FALSE,NA,NA
ID_1236683123196407815,NA,Maryland vs Michigan Basketball TV Live Streaming 08-Mar - USA - NCAAB https://t.co/s9qByxfWAv https://t.co/vDYGLc26Hz,FALSE,FALSE,NA,NA
ID_1233958523865878530,NA,@ryan_pickle13 @benjholler @TerrapinHoops College game day doesn’t show up every game. This team let the fan see down tonight. Period.,FALSE,FALSE,NA,NA
ID_1236786774925627393,NA,@TerrapinHoops @CoachTurgeon https://t.co/I6Hws57Gh5,FALSE,FALSE,NA,NA
ID_1235600564018442246,NA,@Jack_Otweets in honor of Liz Warren herself i would like Brenda Frese to coach the Maryland Men’s Basketball team,FALSE,FALSE,NA,NA
ID_1235634361057206272,NA,@marchmadness @Hoophall @BYUbasketball @yochilds22 @DaytonFlyers @ZagMBB @KillianTillie @JalenSmith2000 @TerrapinHoops @HailStateMBK @_R1bang_ Lamar Stevens snubbed,FALSE,FALSE,NA,NA
ID_1236883200892440576,NA,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp",FALSE,TRUE,NA,"“Anthony came back to hang a banner. He gets to hang a banner,"" coach Mark Turgeon said.

https://t.co/Plf3NStJgp"
ID_1238200663957520389,NA,Can’t wait to tell my kids the #Terps didn’t lose a single game in the postseason.,TRUE,FALSE,NCAA cancels remaining winter and spring championships:  https://t.co/p4vCzvzmvo https://t.co/yqAHak4HO5,NA
ID_1238296395720929280,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1238452680491765760,NA,@IndSportsCorp @BadgerMBB @IlliniMBB @MSU_Basketball @TerrapinHoops https://t.co/kIbSHULOia,FALSE,FALSE,NA,NA
ID_1233894718485884928,NA,"Which teams X-Factor players will have more of an impact on the @TerrapinHoops and @MSU_Basketball game?

Watts, Brown, Henry

OR

Morsell, Wiggins, Scott

@BustingBrackets previews tonight's B1G matchup. #Terps #GoGreen https://t.co/u6DatIvrjd",FALSE,FALSE,NA,NA
ID_1236759901420085248,NA,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski,FALSE,TRUE,NA,Mark Turgeon has won a regular season conference title more recently than Mike Krzyzewski
ID_1233946971959939072,NA,#Terps trail 66-53 with 8:19 left in the game. Cassius Winston has 16 points to lead the Spartans. Tillman and Hall each have 14. Jalen Smith leads Maryland with 16.,FALSE,FALSE,NA,NA
ID_1233954918312108032,NA,@TerrapinHoops https://t.co/7qsWcfrGkw,FALSE,FALSE,NA,NA
ID_1233913850589741057,NA,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH,FALSE,TRUE,NA,Scott Van Pelt is a HUGE @TerrapinHoops fan! Great to catch up with him tonight! @notthefakeSVP https://t.co/38B5uCSdNH
ID_1236706957756641280,NA,Michigan cuts Maryland's lead to five and Turgeon calls a timeout. Maryland's lead hasn't been this small since the 8:12 mark of the first half.,FALSE,FALSE,NA,NA
ID_1236797135095500800,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi",FALSE,TRUE,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi"
ID_1236750980986875907,NA,"Congratulations to @Aaron_Wiggins_ and the @TerrapinHoops on winning the 2019-2020 Big Ten Championship! 
#GoTrojans #GoTerps https://t.co/Xk5T6sO3kf",FALSE,TRUE,NA,"Congratulations to @Aaron_Wiggins_ and the @TerrapinHoops on winning the 2019-2020 Big Ten Championship! 
#GoTrojans #GoTerps https://t.co/Xk5T6sO3kf"
ID_1237343872214355968,NA,"""NIGHTLY VIBES😤😤😤ITS MEDICATED MONDAY😤😤💨💨🔥🔥🚀🚀#TERPS #PPP #HITMYNOTE #STONERFAM @AmeriCannaBlunt @AATFP @NorCalStoner420 @Amznfrknaz @DollarBlazeClub @PositivePyrami1 @operator55_11 @therealChef420 @ChefJoeette @herbalinfuser @tnbnatural @PMR420 https://t.co/aSDnYtdsKg",FALSE,TRUE,NA,"""NIGHTLY VIBES😤😤😤ITS MEDICATED MONDAY😤😤💨💨🔥🔥🚀🚀#TERPS #PPP #HITMYNOTE #STONERFAM @AmeriCannaBlunt @AATFP @NorCalStoner420 @Amznfrknaz @DollarBlazeClub @PositivePyrami1 @operator55_11 @therealChef420 @ChefJoeette @herbalinfuser @tnbnatural @PMR420 https://t.co/aSDnYtdsKg"
ID_1236800447702339585,NA,17 straight wins and the B1G Tourney Champs! Congrats to Coach B and the program. #Terps 🐢🐢,FALSE,FALSE,NA,NA
ID_1233948928237801473,NA,From watching the great Gary Williams coach to this moron Turgeon is a sight to see. @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1238131241620312064,NA,@editti22 Mark Turgeon cant have haters if they dont play,FALSE,FALSE,NA,NA
ID_1236741635855265793,NA,@marchmadness @AnthonyCowanJr @TheAndyKatz @TerrapinHoops A STUD from Maryland playing for Maryland !!! #DMV2UMD,FALSE,FALSE,NA,NA
ID_1238133842399113220,NA,F U CORONA,TRUE,FALSE,"The Big Ten announced Thursday that it is canceling its tournament due to COVID-19 concerns. 

Maryland men’s basketball was scheduled to play Friday night against the winner of Penn State and Indiana. https://t.co/gXSNR4NEMe",NA
ID_1233943744023552000,NA,@TerrapinHoops Nice performance to honor the team,FALSE,FALSE,NA,NA
ID_1233954653777416193,NA,@TerrapinHoops we all have bad nights.. hoping this was just one of those. we'll be back,FALSE,FALSE,NA,NA
ID_1237240820723580928,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1233958516756504577,NA,@VeryRBLXPriv @ovie33156993 @TerrapinHoops Erica Ayala sucks. Wiggins is inconsistent. Cowan has been shit and useless. Our team can’t shoot three’s ever! It’s just stix. Who else is a big rebounder besides him?,FALSE,FALSE,NA,NA
ID_1238039330532229120,NA,La #meetingindustry fa fronte comune! E noi #Terps con loro! #eventsmustgoon #uncrownthevirus https://t.co/2JpqWhLczv,TRUE,TRUE,"Update da Federcongressi&amp;eventi: il videomessaggio della Presidente @AAlbarelli.
#eventsmustgoon #concretiecompetitivi #meetingindustry

https://t.co/EzYhTzX1nC",La #meetingindustry fa fronte comune! E noi #Terps con loro! #eventsmustgoon #uncrownthevirus https://t.co/2JpqWhLczv
ID_1237260500288909312,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1233950463864778752,NA,"In College Park tonight supporting @TerrapinHoops. Come find me at Xfinity Center, sec 209 signing copies of the #CapitalOfBasketball with the great @GaryWilliams02 #FTT @espn @notthefakeSVP https://t.co/zTYv0J3NnS https://t.co/3tYOamdo8u",FALSE,TRUE,NA,"In College Park tonight supporting @TerrapinHoops. Come find me at Xfinity Center, sec 209 signing copies of the #CapitalOfBasketball with the great @GaryWilliams02 #FTT @espn @notthefakeSVP https://t.co/zTYv0J3NnS https://t.co/3tYOamdo8u"
ID_1236729431592505348,NA,Idk why basketball was on in the nail salon but shout to Maryland for the big win,FALSE,FALSE,NA,NA
ID_1238326864407642115,NA,"Reed and I had to have a laugh, Maryland basketball has half the heart of a real foreskin",FALSE,FALSE,NA,NA
ID_1236823560179646465,NA,"Another great one from Barry. “Put the tears on hold, because there are more games ahead. But treasure Sunday,”
Read it.",TRUE,FALSE,"“He didn’t like me, and I didn’t like him.” On the kind of complex, rich relationship that can develop when a coach and player stick together four years. https://t.co/uIXKTs72vY",NA
ID_1233970254570614784,NA,"Recaps 4-1 
NCAA Basketball 2-1 
Duke vs Uva Under 124.5  ✅✅
Dep vs But  Over 135 ❌❌
MSU vs MD Over 138  ✅✅
NBA  2-0 
Bkn vs Mia Over 218  ✅✅
Hou vs Bos under 232  ✅✅✅
#overnundergirl #gambler #handicapper #gambling #NBA #NCAAB  #sportsbettor https://t.co/1azLWRdXtO",FALSE,FALSE,NA,NA
ID_1236989231383404544,NA,"@MagicJohnson @MSU_Basketball On behalf of MN Basketball, I'd like to apologize for blowing last minute leads to both MD and WI. Sparty was the best team and deserved it on their own this year.",FALSE,FALSE,NA,NA
ID_1233972820713013248,NA,"@ChuckDouglas_ @TerrapinHoops @team980  The reality: Team has played poorly the past 3 games. Cowan is tired and slumping. Turgeon needs to move him to PG, but won’t sit Ayala. Wiggs choked tonight, but is ok. Needs to tweak the formula, but won’t. I see trouble..",FALSE,FALSE,NA,NA
ID_1233964809923764224,NA,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA",FALSE,TRUE,NA,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA"
ID_1233977041659318277,NA,"Fouls called in top-15 college basketball games today:

Penn State-Iowa: 27
Seton Hall-Marquette: 29
Duke-Virginia: 34
FSU-Clemson: 35
Michigan State-Maryland: 35
Providence-Villanova: 36
San Diego State-Nevada: 38
Kansas-Kansas State: 40
Baylor-TCU: 41

Auburn-Kentucky: 46",FALSE,FALSE,NA,NA
ID_1236767754117697537,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi",FALSE,TRUE,NA,"BIG TEN CHAMPIONS 🐢

No. 9 Maryland clinches a share of its first Big Ten regular-season title with the win over No. 25 Michigan! #FearTheTurtle https://t.co/ZmbPtzipfi"
ID_1233962181563158531,NA,Turgeon: “Gotta be resilient and bounce back...play with more confidence and grit” #Terps,FALSE,FALSE,NA,NA
ID_1236685900685496326,NA,Let's Go Terps! #FearTheTurtle https://t.co/zFGDYWCTyu,FALSE,FALSE,NA,NA
ID_1236782055641550848,NA,"Anthony Cowan Jr.’s senior day culminated in the No. 9 Terrapins beating No. 25 Michigan to earn a share of their first Big Ten regular-season title. @Adam_Zielonka has more with the postgame reaction.  #Terps #Terrapins #BigTenchampions
https://t.co/AskMRhRKyb",FALSE,TRUE,NA,"Anthony Cowan Jr.’s senior day culminated in the No. 9 Terrapins beating No. 25 Michigan to earn a share of their first Big Ten regular-season title. @Adam_Zielonka has more with the postgame reaction.  #Terps #Terrapins #BigTenchampions
https://t.co/AskMRhRKyb"
ID_1238470316189454336,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K"
ID_1236735617679142912,NA,"“Just to come back and do something that’s never happened in Maryland history…it means everything.” 

@AnthonyCowanJr joined @TheAndyKatz after @TerrapinHoops secured a share of the Big Ten regular-season championship at his final home game. https://t.co/foNuqHvTWV",FALSE,TRUE,NA,"“Just to come back and do something that’s never happened in Maryland history…it means everything.” 

@AnthonyCowanJr joined @TheAndyKatz after @TerrapinHoops secured a share of the Big Ten regular-season championship at his final home game. https://t.co/foNuqHvTWV"
ID_1236806358307143680,NA,"In 6 Big Ten seasons, Maryland women’s basketball has 5 regular season titles and 4 conference tournament titles",FALSE,TRUE,NA,"In 6 Big Ten seasons, Maryland women’s basketball has 5 regular season titles and 4 conference tournament titles"
ID_1236938357407485952,NA,"Our terminology extraction algorithm is getting smarter! With the newest update, it will start to learn from your profile and make suggestions accordingly. The terminology lists from your preparatory documents will improve the more you use it!

#ai #interpretbank #terps https://t.co/s6e8LnH7NP",FALSE,TRUE,NA,"Our terminology extraction algorithm is getting smarter! With the newest update, it will start to learn from your profile and make suggestions accordingly. The terminology lists from your preparatory documents will improve the more you use it!

#ai #interpretbank #terps https://t.co/s6e8LnH7NP"
ID_1236867393474957313,NA,"One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z",TRUE,TRUE,"NOTHING BUT NETS!!

For the first time ever, @TerrapinHoops and @umdwbb win titles on the same day! https://t.co/4xKrAFt6SY","One of the greatest days in Terps history! Two championships on the same day! It's a great day to be a Terp! #OneMaryland 

https://t.co/l4KnV1HV4Z"
ID_1233965781572050944,NA,@_____Chach_____ @WBrettzky @goMSUbuttboy69 @TerrapinHoops https://t.co/AHntdo1xZU,FALSE,FALSE,NA,NA
ID_1236001344626012160,NA,"Maryland women’s basketball passes first Big Ten tournament test in 74-62 win over Purdue.

https://t.co/lUyqxFK1DE",FALSE,FALSE,NA,NA
ID_1236731250557227008,NA,Michigan basketball vs. Maryland Terrapins: Live updates - Detroit Free Press https://t.co/3kmYRAPnjG #basketball #basketballnews,FALSE,FALSE,NA,NA
ID_1236718242477092868,NA,"As Anthony Cowan made his way to the bench to make way for Travis Valmon, coach Mark Turgeon pulls him into a tight hug, lifting him off the floor.

 That's a four-year bond",FALSE,FALSE,NA,NA
ID_1233957326333399040,NA,@sports_god1 @TerrapinHoops LMAOOO Imagine being this stupid,FALSE,FALSE,NA,NA
ID_1236722304832483330,NA,"Maryland’s seeding in the Big Ten Tournament will depend on what happens later today between Michigan St and Ohio St. If the Spartans win, Maryland will be the #3 seed. If Ohio St wins, Maryland will be the #2 seed. #Terps",FALSE,TRUE,NA,"Maryland’s seeding in the Big Ten Tournament will depend on what happens later today between Michigan St and Ohio St. If the Spartans win, Maryland will be the #3 seed. If Ohio St wins, Maryland will be the #2 seed. #Terps"
ID_1238137307221430273,NA,"Maryland  was finna dig in they ass!!! 

#terps",TRUE,FALSE,Breaking: The Big Ten Tournament is cancelled. https://t.co/t695zGVjWw,NA
ID_1233936563446239232,NA,@TerrapinHoops @MSU_Basketball BRESLIN &gt;&gt;&gt;,FALSE,FALSE,NA,NA
ID_1238265500922195969,NA,"Big Ten Champions!

#9 Maryland handles #25 Michigan 83-70. Terrapins capture a share of the Big Ten Title for the first time under Mark Turgeon. 

Anthony Cowan: 20 PTS, 8 AST, 4 REB

 https://t.co/OOLf2n8gpa",FALSE,TRUE,NA,"Big Ten Champions!

#9 Maryland handles #25 Michigan 83-70. Terrapins capture a share of the Big Ten Title for the first time under Mark Turgeon. 

Anthony Cowan: 20 PTS, 8 AST, 4 REB

 https://t.co/OOLf2n8gpa"
ID_1236137043979354112,NA,Hotel In Maryland Cancels Reservation For Yeshiva U. Basketball Team Over Coronavirus Fears https://t.co/pkdcTUirhi,FALSE,FALSE,NA,NA
ID_1236842525735833600,NA,"🗣 Let's cut down some nets

@TerrapinHoops celebrates winning their first @BigTen title in program history! https://t.co/2HGMgXBL7R",FALSE,TRUE,NA,"🗣 Let's cut down some nets

@TerrapinHoops celebrates winning their first @BigTen title in program history! https://t.co/2HGMgXBL7R"
